interaction_id,taskid,userid,completion,like
118,94,1,0,0
119,97,1,1,1
120,2,2,1,0
121,3,2,0,1
122,4,2,1,1
123,5,2,1,1
124,8,2,0,1
125,9,2,0,0
126,14,2,1,1
127,16,2,1,1
128,17,2,0,0
129,18,2,0,0
130,19,2,1,1
131,22,2,1,0
132,24,2,0,0
133,26,2,0,0
134,27,2,0,0
135,30,2,1,1
136,32,2,1,1
137,33,2,0,1
138,35,2,0,1
139,36,2,0,1
140,37,2,1,1
141,38,2,1,1
142,39,2,0,0
143,41,2,1,0
144,42,2,0,1
145,46,2,1,1
146,49,2,1,0
147,51,2,1,0
148,52,2,1,1
149,54,2,1,0
150,55,2,0,1
151,57,2,1,1
152,58,2,1,1
153,59,2,0,1
154,60,2,0,1
155,61,2,0,0
156,64,2,0,0
157,65,2,1,1
158,66,2,1,1
159,67,2,1,1
160,69,2,0,1
161,70,2,0,0
162,71,2,0,0
163,72,2,0,0
164,74,2,0,0
165,75,2,0,1
166,76,2,0,1
167,77,2,0,0
168,80,2,1,1
169,81,2,1,1
170,84,2,0,0
171,86,2,0,0
172,87,2,0,0
173,88,2,0,0
174,89,2,0,0
175,90,2,0,0
176,95,2,1,1
177,97,2,0,0
178,0,3,0,1
179,3,3,0,1
180,5,3,1,0
181,8,3,0,0
182,9,3,0,0
183,10,3,0,1
184,11,3,0,0
185,12,3,1,1
186,13,3,0,0
187,14,3,1,1
188,15,3,1,1
189,16,3,1,1
190,18,3,0,1
191,19,3,1,0
192,24,3,0,0
193,27,3,0,1
194,29,3,1,0
195,30,3,1,0
196,31,3,0,0
197,32,3,1,1
198,33,3,0,0
199,34,3,0,1
200,37,3,1,1
201,39,3,0,1
202,41,3,1,0
203,42,3,1,1
204,44,3,1,1
205,47,3,1,0
206,48,3,1,0
207,49,3,1,1
208,50,3,0,0
209,51,3,0,0
210,53,3,1,1
211,54,3,0,0
212,56,3,1,0
213,58,3,1,0
214,61,3,0,1
215,62,3,1,0
216,64,3,0,0
217,67,3,0,1
218,68,3,1,0
219,69,3,1,0
220,70,3,0,1
221,71,3,1,1
222,72,3,1,1
223,73,3,1,0
224,76,3,0,1
225,77,3,1,1
226,78,3,0,1
227,79,3,1,1
228,80,3,1,0
229,81,3,1,0
230,82,3,1,1
231,85,3,1,1
232,86,3,0,0
233,89,3,1,0
234,93,3,0,0
235,94,3,1,1
236,0,4,1,1
237,1,4,0,0
238,2,4,1,0
239,3,4,0,0
240,6,4,0,0
241,7,4,1,1
242,8,4,0,1
243,9,4,0,1
244,10,4,1,1
245,11,4,1,1
246,12,4,1,1
247,13,4,1,0
248,14,4,1,1
249,15,4,1,1
250,17,4,0,0
251,18,4,1,0
252,19,4,1,1
253,20,4,1,1
254,22,4,0,0
255,23,4,1,0
256,24,4,0,0
257,25,4,0,0
258,26,4,0,0
259,27,4,0,0
260,28,4,0,0
261,29,4,1,1
262,30,4,1,0
263,31,4,0,1
264,32,4,1,1
265,34,4,0,1
266,35,4,0,0
267,36,4,0,0
268,37,4,1,1
269,38,4,1,1
270,41,4,0,0
271,42,4,1,0
272,43,4,1,1
273,44,4,1,0
274,45,4,0,1
275,46,4,0,1
276,47,4,0,0
277,48,4,1,0
278,49,4,1,1
279,50,4,0,1
280,53,4,1,0
281,54,4,0,0
282,55,4,0,0
283,56,4,1,1
284,57,4,1,0
285,58,4,0,0
286,59,4,0,0
287,60,4,0,0
288,62,4,0,1
289,66,4,1,1
290,67,4,1,0
291,72,4,1,0
292,73,4,1,0
293,74,4,1,1
294,76,4,0,1
295,77,4,1,0
296,79,4,1,1
297,84,4,0,1
298,85,4,0,1
299,86,4,0,0
300,89,4,0,0
301,90,4,0,0
302,91,4,0,0
303,93,4,1,1
304,94,4,0,1
305,96,4,1,0
306,97,4,0,1
307,2,5,0,0
308,3,5,0,0
309,6,5,1,1
310,7,5,0,0
311,8,5,0,0
312,9,5,1,1
313,11,5,0,0
314,12,5,1,0
315,13,5,1,1
316,14,5,0,0
317,15,5,0,0
318,16,5,1,0
319,17,5,0,1
320,18,5,0,0
321,20,5,0,0
322,21,5,0,1
323,23,5,1,1
324,24,5,1,1
325,26,5,0,0
326,27,5,0,1
327,28,5,0,1
328,29,5,1,0
329,30,5,0,0
330,31,5,1,0
331,32,5,1,1
332,33,5,1,0
333,36,5,0,1
334,39,5,0,1
335,40,5,1,0
336,41,5,0,0
337,42,5,1,0
338,43,5,0,0
339,47,5,1,0
340,48,5,0,0
341,49,5,1,1
342,50,5,1,0
343,53,5,1,1
344,54,5,0,1
345,55,5,0,1
346,57,5,0,0
347,60,5,0,1
348,61,5,0,0
349,63,5,1,0
350,64,5,1,0
351,67,5,0,0
352,68,5,1,1
353,69,5,1,0
354,70,5,1,1
355,71,5,0,1
356,72,5,1,1
357,74,5,1,0
358,76,5,1,0
359,77,5,0,0
360,78,5,0,0
361,79,5,0,0
362,81,5,0,1
363,82,5,0,0
364,83,5,1,1
365,84,5,1,0
366,86,5,0,0
367,88,5,1,0
368,89,5,1,1
369,90,5,1,1
370,91,5,1,1
371,92,5,0,1
372,93,5,0,0
373,94,5,0,0
374,95,5,1,1
375,97,5,1,1
376,1,6,0,0
377,3,6,1,0
378,5,6,1,1
379,7,6,1,0
380,8,6,0,1
381,9,6,0,0
382,11,6,1,0
383,13,6,0,1
384,15,6,1,1
385,16,6,0,1
386,19,6,1,0
387,20,6,0,0
388,22,6,1,0
389,23,6,0,1
390,24,6,1,0
391,25,6,1,0
392,26,6,0,0
393,27,6,0,0
394,28,6,1,0
395,30,6,0,0
396,34,6,0,1
397,36,6,0,1
398,38,6,0,0
399,39,6,0,1
400,41,6,0,1
401,42,6,1,0
402,43,6,0,1
403,44,6,0,0
404,48,6,1,0
405,49,6,1,1
406,50,6,0,1
407,51,6,0,0
408,53,6,0,1
409,56,6,1,1
410,57,6,0,1
411,58,6,1,0
412,59,6,1,0
413,63,6,1,0
414,65,6,1,1
415,72,6,1,1
416,74,6,0,1
417,75,6,1,1
418,76,6,0,1
419,77,6,0,0
420,78,6,1,0
421,79,6,1,1
422,80,6,0,1
423,83,6,0,0
424,84,6,0,1
425,85,6,1,0
426,86,6,0,0
427,87,6,0,0
428,89,6,0,0
429,91,6,1,0
430,92,6,0,0
431,95,6,0,0
432,96,6,1,0
433,97,6,0,1
434,0,7,0,0
435,1,7,0,1
436,2,7,1,0
437,3,7,0,0
438,4,7,0,0
439,5,7,0,0
440,7,7,0,0
441,9,7,1,0
442,10,7,0,0
443,11,7,1,0
444,12,7,0,1
445,13,7,0,0
446,14,7,0,1
447,15,7,0,0
448,16,7,0,0
449,18,7,1,0
450,20,7,0,0
451,21,7,0,1
452,22,7,0,0
453,23,7,1,1
454,24,7,1,1
455,25,7,0,1
456,26,7,1,1
457,27,7,1,1
458,29,7,0,0
459,30,7,0,0
460,32,7,0,1
461,33,7,0,0
462,35,7,0,1
463,36,7,1,0
464,37,7,0,1
465,38,7,0,1
466,39,7,1,1
467,40,7,0,1
468,42,7,0,0
469,46,7,1,1
470,48,7,0,1
471,51,7,0,1
472,52,7,1,1
473,53,7,0,1
474,54,7,1,0
475,55,7,0,1
476,56,7,0,1
477,58,7,0,0
478,59,7,1,1
479,60,7,0,0
480,61,7,0,0
481,62,7,1,0
482,63,7,0,0
483,65,7,0,0
484,66,7,0,1
485,67,7,1,1
486,68,7,0,1
487,70,7,0,1
488,71,7,1,1
489,73,7,0,1
490,74,7,0,0
491,75,7,1,0
492,76,7,1,0
493,79,7,0,1
494,80,7,0,1
495,82,7,0,1
496,83,7,0,0
497,84,7,1,1
498,86,7,0,1
499,89,7,0,1
500,94,7,1,1
501,95,7,0,0
502,0,8,1,0
503,2,8,1,0
504,3,8,1,1
505,4,8,0,0
506,5,8,0,1
507,7,8,1,1
508,8,8,1,0
509,10,8,1,1
510,12,8,1,0
511,15,8,1,1
512,18,8,0,1
513,19,8,0,1
514,20,8,1,1
515,22,8,0,0
516,23,8,0,0
517,24,8,0,1
518,25,8,1,1
519,26,8,1,0
520,27,8,0,0
521,30,8,0,1
522,31,8,0,0
523,32,8,1,0
524,33,8,0,0
525,34,8,0,0
526,35,8,0,1
527,36,8,0,0
528,38,8,1,0
529,40,8,0,0
530,42,8,0,1
531,44,8,0,0
532,45,8,0,0
533,46,8,0,0
534,49,8,0,1
535,50,8,0,0
536,51,8,0,0
537,52,8,0,0
538,53,8,1,0
539,54,8,0,0
540,57,8,1,0
541,60,8,0,0
542,61,8,1,1
543,62,8,0,1
544,63,8,1,1
545,64,8,0,0
546,65,8,0,0
547,66,8,1,1
548,67,8,1,0
549,68,8,0,0
550,72,8,1,0
551,74,8,1,0
552,75,8,0,0
553,77,8,0,0
554,79,8,1,1
555,84,8,0,0
556,86,8,1,0
557,88,8,0,0
558,89,8,0,0
559,90,8,0,0
560,91,8,0,0
561,92,8,0,0
562,94,8,0,0
563,95,8,1,1
564,96,8,0,0
565,97,8,1,1
566,0,9,1,0
567,1,9,1,1
568,2,9,1,1
569,3,9,0,0
570,4,9,0,0
571,5,9,0,1
572,7,9,0,0
573,8,9,0,1
574,9,9,1,0
575,10,9,0,0
576,11,9,0,0
577,12,9,1,1
578,13,9,0,1
579,14,9,0,0
580,15,9,0,0
581,17,9,1,0
582,18,9,1,1
583,23,9,1,0
584,24,9,1,0
585,26,9,1,0
586,28,9,0,0
587,29,9,0,0
588,32,9,0,0
589,35,9,0,0
590,37,9,0,0
591,38,9,0,0
592,39,9,1,1
593,41,9,0,0
594,42,9,0,0
595,45,9,1,1
596,47,9,0,0
597,49,9,0,1
598,50,9,1,0
599,52,9,1,1
600,54,9,0,0
601,55,9,1,0
602,60,9,0,1
603,61,9,0,0
604,63,9,0,0
605,66,9,0,0
606,68,9,0,0
607,69,9,0,0
608,72,9,0,1
609,73,9,0,0
610,74,9,1,0
611,76,9,1,0
612,77,9,0,0
613,80,9,0,0
614,81,9,1,1
615,82,9,0,0
616,83,9,0,0
617,84,9,1,0
618,85,9,1,1
619,86,9,1,1
620,87,9,1,0
621,88,9,0,0
622,89,9,0,0
623,90,9,0,0
624,91,9,0,0
625,92,9,0,1
626,93,9,0,1
627,94,9,1,1
628,96,9,1,0
629,0,10,0,1
630,4,10,1,0
631,6,10,0,0
632,8,10,1,1
633,9,10,0,1
634,13,10,0,0
635,14,10,0,1
636,15,10,0,1
637,17,10,1,0
638,18,10,1,0
639,19,10,0,0
640,24,10,0,1
641,26,10,1,1
642,27,10,0,1
643,28,10,1,1
644,31,10,1,0
645,32,10,0,0
646,35,10,0,1
647,36,10,1,1
648,39,10,1,0
649,40,10,0,1
650,41,10,0,0
651,43,10,0,0
652,44,10,1,0
653,46,10,0,1
654,47,10,0,1
655,48,10,1,0
656,49,10,0,0
657,51,10,1,1
658,52,10,1,1
659,53,10,0,1
660,55,10,1,1
661,56,10,0,0
662,58,10,0,0
663,59,10,1,0
664,60,10,0,0
665,61,10,1,0
666,62,10,0,1
667,64,10,0,1
668,67,10,1,0
669,69,10,0,0
670,70,10,0,0
671,71,10,0,1
672,73,10,0,1
673,75,10,0,1
674,76,10,0,1
675,80,10,0,1
676,83,10,0,1
677,87,10,1,0
678,89,10,0,0
679,90,10,0,0
680,91,10,0,0
681,92,10,1,0
682,93,10,0,0
683,95,10,1,0
684,96,10,0,1
685,0,11,0,0
686,2,11,0,1
687,4,11,0,0
688,6,11,1,1
689,9,11,0,0
690,10,11,0,0
691,13,11,1,1
692,14,11,0,1
693,16,11,1,1
694,19,11,0,0
695,21,11,1,1
696,23,11,0,1
697,24,11,0,1
698,25,11,0,0
699,26,11,0,0
700,28,11,0,0
701,29,11,0,0
702,32,11,0,0
703,33,11,0,1
704,38,11,0,0
705,39,11,0,1
706,40,11,1,1
707,42,11,0,0
708,43,11,0,1
709,44,11,0,1
710,45,11,0,0
711,49,11,0,0
712,51,11,0,0
713,53,11,0,0
714,55,11,1,0
715,58,11,0,0
716,59,11,0,1
717,60,11,1,1
718,61,11,1,1
719,62,11,0,0
720,64,11,0,0
721,66,11,0,1
722,67,11,0,0
723,68,11,1,1
724,69,11,1,1
725,70,11,0,1
726,71,11,0,0
727,72,11,1,0
728,75,11,0,1
729,77,11,0,0
730,78,11,0,0
731,79,11,0,0
732,81,11,1,0
733,83,11,0,0
734,84,11,0,1
735,85,11,1,1
736,86,11,0,0
737,90,11,0,1
738,91,11,1,0
739,92,11,1,1
740,93,11,1,1
741,94,11,0,1
742,96,11,0,0
743,0,12,1,0
744,1,12,0,0
745,5,12,0,1
746,6,12,1,0
747,7,12,1,1
748,8,12,1,1
749,10,12,1,1
750,11,12,1,0
751,12,12,0,1
752,13,12,0,1
753,15,12,1,1
754,16,12,1,0
755,21,12,1,1
756,22,12,0,0
757,23,12,1,0
758,25,12,0,1
759,26,12,0,0
760,28,12,0,1
761,29,12,1,0
762,31,12,0,0
763,33,12,0,0
764,34,12,0,0
765,38,12,0,1
766,40,12,0,0
767,41,12,1,1
768,42,12,1,0
769,47,12,0,0
770,49,12,1,0
771,50,12,0,0
772,51,12,0,0
773,52,12,0,1
774,53,12,1,0
775,54,12,0,0
776,56,12,0,1
777,58,12,1,1
778,59,12,0,0
779,60,12,0,0
780,61,12,0,0
781,62,12,1,1
782,63,12,1,1
783,67,12,0,0
784,68,12,1,0
785,70,12,0,1
786,71,12,0,1
787,76,12,0,0
788,77,12,1,1
789,79,12,1,0
790,81,12,0,1
791,83,12,0,0
792,84,12,0,0
793,86,12,0,1
794,87,12,0,1
795,90,12,0,0
796,91,12,0,0
797,94,12,0,1
798,95,12,1,1
799,0,13,0,0
800,4,13,1,1
801,10,13,1,1
802,11,13,0,1
803,13,13,0,1
804,14,13,1,1
805,16,13,1,1
806,17,13,0,1
807,18,13,0,0
808,20,13,1,1
809,21,13,0,0
810,22,13,0,1
811,25,13,1,1
812,30,13,1,0
813,31,13,1,1
814,33,13,1,1
815,36,13,0,0
816,38,13,1,0
817,40,13,0,0
818,41,13,0,0
819,42,13,1,1
820,44,13,0,0
821,45,13,0,0
822,46,13,0,0
823,47,13,0,0
824,48,13,0,1
825,50,13,0,1
826,51,13,1,1
827,52,13,1,1
828,53,13,1,1
829,57,13,1,1
830,58,13,0,0
831,60,13,0,0
832,61,13,0,1
833,62,13,1,0
834,64,13,0,0
835,66,13,1,1
836,67,13,0,0
837,69,13,0,0
838,72,13,1,1
839,73,13,1,0
840,78,13,1,0
841,79,13,1,1
842,80,13,1,0
843,82,13,1,0
844,84,13,0,0
845,85,13,1,1
846,86,13,0,1
847,91,13,0,1
848,92,13,0,1
849,93,13,0,0
850,0,14,0,0
851,1,14,0,0
852,2,14,1,0
853,4,14,1,0
854,7,14,0,0
855,8,14,1,1
856,10,14,0,0
857,11,14,1,0
858,13,14,0,0
859,14,14,0,1
860,16,14,1,0
861,18,14,1,0
862,19,14,0,1
863,21,14,0,0
864,22,14,0,1
865,25,14,0,1
866,26,14,1,0
867,27,14,1,0
868,28,14,1,1
869,29,14,1,1
870,30,14,1,0
871,32,14,1,1
872,35,14,1,0
873,37,14,0,0
874,39,14,0,1
875,40,14,0,1
876,42,14,0,0
877,44,14,0,1
878,46,14,0,1
879,47,14,1,1
880,48,14,0,0
881,49,14,0,0
882,51,14,0,1
883,52,14,1,1
884,53,14,0,0
885,54,14,0,0
886,56,14,1,0
887,57,14,0,0
888,61,14,0,0
889,62,14,0,0
890,64,14,1,0
891,65,14,0,0
892,69,14,0,1
893,70,14,0,0
894,71,14,1,1
895,72,14,1,1
896,74,14,0,0
897,75,14,1,0
898,78,14,0,0
899,81,14,0,0
900,82,14,0,0
901,84,14,1,1
902,87,14,0,0
903,88,14,0,1
904,89,14,0,1
905,90,14,0,0
906,91,14,0,0
907,92,14,0,1
908,94,14,1,0
909,95,14,0,0
910,96,14,1,1
911,0,15,0,1
912,2,15,0,0
913,4,15,0,0
914,6,15,0,0
915,10,15,1,0
916,11,15,1,1
917,12,15,1,1
918,14,15,1,1
919,15,15,1,1
920,16,15,1,0
921,19,15,1,1
922,20,15,1,1
923,22,15,1,0
924,23,15,0,0
925,24,15,0,0
926,25,15,1,0
927,27,15,1,0
928,31,15,0,0
929,32,15,1,1
930,34,15,1,1
931,35,15,1,0
932,36,15,1,1
933,38,15,0,1
934,42,15,0,1
935,44,15,0,1
936,45,15,0,0
937,48,15,1,0
938,50,15,0,1
939,53,15,0,0
940,54,15,1,0
941,56,15,1,1
942,58,15,1,0
943,61,15,0,0
944,63,15,0,1
945,64,15,0,1
946,67,15,0,0
947,68,15,0,0
948,69,15,1,0
949,71,15,1,1
950,76,15,0,1
951,79,15,0,1
952,84,15,0,0
953,85,15,1,0
954,87,15,0,0
955,88,15,0,0
956,89,15,0,0
957,92,15,0,0
958,93,15,0,0
959,95,15,1,1
960,96,15,0,0
961,97,15,0,1
962,1,16,1,1
963,8,16,0,1
964,9,16,0,0
965,10,16,0,0
966,18,16,1,0
967,19,16,0,0
968,20,16,0,1
969,21,16,1,0
970,22,16,1,0
971,23,16,0,1
972,25,16,0,0
973,26,16,0,0
974,27,16,0,0
975,28,16,1,0
976,29,16,1,0
977,30,16,0,1
978,31,16,0,1
979,33,16,1,1
980,36,16,0,0
981,37,16,0,1
982,39,16,1,1
983,41,16,1,0
984,46,16,1,0
985,47,16,0,1
986,48,16,1,1
987,49,16,0,1
988,50,16,1,1
989,52,16,1,1
990,54,16,1,1
991,55,16,0,1
992,57,16,0,0
993,59,16,0,0
994,60,16,1,1
995,61,16,1,1
996,62,16,1,1
997,65,16,0,0
998,67,16,0,0
999,68,16,0,1
1000,69,16,1,1
1001,72,16,0,1
1002,73,16,0,1
1003,74,16,0,0
1004,75,16,0,0
1005,76,16,0,0
1006,77,16,0,0
1007,78,16,1,1
1008,79,16,0,0
1009,80,16,0,1
1010,81,16,0,0
1011,82,16,0,1
1012,83,16,1,1
1013,84,16,0,1
1014,85,16,0,0
1015,86,16,0,0
1016,87,16,0,0
1017,88,16,0,1
1018,89,16,0,1
1019,90,16,1,0
1020,94,16,0,0
1021,1,17,1,0
1022,2,17,1,1
1023,3,17,1,1
1024,5,17,1,0
1025,6,17,0,0
1026,7,17,0,0
1027,11,17,0,0
1028,12,17,0,0
1029,13,17,0,0
1030,14,17,0,0
1031,16,17,0,1
1032,17,17,1,1
1033,18,17,1,1
1034,21,17,1,0
1035,22,17,1,0
1036,24,17,1,1
1037,25,17,0,1
1038,26,17,0,1
1039,28,17,1,1
1040,29,17,0,0
1041,30,17,0,0
1042,31,17,1,1
1043,33,17,1,0
1044,35,17,0,0
1045,36,17,1,0
1046,37,17,0,0
1047,39,17,1,1
1048,41,17,1,1
1049,44,17,1,1
1050,45,17,1,1
1051,46,17,1,1
1052,47,17,0,0
1053,50,17,1,0
1054,51,17,1,1
1055,53,17,0,0
1056,54,17,0,1
1057,57,17,1,0
1058,58,17,0,0
1059,59,17,1,1
1060,60,17,0,0
1061,61,17,0,1
1062,62,17,0,0
1063,63,17,0,0
1064,64,17,1,0
1065,67,17,0,1
1066,68,17,0,0
1067,69,17,0,0
1068,70,17,0,0
1069,72,17,0,0
1070,74,17,0,0
1071,75,17,1,0
1072,76,17,0,0
1073,79,17,0,1
1074,80,17,1,1
1075,81,17,0,0
1076,82,17,1,0
1077,84,17,1,0
1078,85,17,1,1
1079,86,17,0,0
1080,88,17,0,0
1081,89,17,0,0
1082,90,17,0,0
1083,91,17,0,0
1084,93,17,0,1
1085,94,17,1,0
1086,95,17,0,1
1087,96,17,1,1
1088,97,17,0,1
1089,0,18,0,0
1090,3,18,0,0
1091,5,18,0,1
1092,7,18,0,0
1093,8,18,0,0
1094,9,18,1,0
1095,10,18,0,0
1096,15,18,0,1
1097,16,18,1,1
1098,18,18,1,0
1099,19,18,0,0
1100,23,18,0,0
1101,24,18,0,0
1102,25,18,0,0
1103,26,18,1,0
1104,27,18,1,1
1105,29,18,0,0
1106,30,18,0,0
1107,31,18,0,0
1108,32,18,0,0
1109,33,18,1,1
1110,35,18,1,1
1111,38,18,0,0
1112,39,18,0,0
1113,41,18,1,1
1114,42,18,0,1
1115,45,18,1,1
1116,46,18,0,0
1117,47,18,1,1
1118,48,18,0,0
1119,49,18,0,1
1120,50,18,0,0
1121,51,18,0,0
1122,52,18,0,1
1123,53,18,0,0
1124,54,18,0,0
1125,55,18,0,0
1126,56,18,0,0
1127,57,18,0,1
1128,58,18,0,1
1129,61,18,1,1
1130,62,18,0,1
1131,65,18,0,0
1132,68,18,1,0
1133,69,18,1,1
1134,70,18,1,0
1135,72,18,0,0
1136,73,18,0,1
1137,75,18,0,0
1138,76,18,1,1
1139,78,18,0,1
1140,79,18,0,0
1141,81,18,0,0
1142,82,18,0,0
1143,84,18,1,1
1144,85,18,0,0
1145,86,18,0,0
1146,89,18,1,1
1147,91,18,1,0
1148,92,18,1,1
1149,93,18,1,1
1150,94,18,0,1
1151,95,18,0,1
1152,96,18,0,0
1153,97,18,0,1
1154,2,19,1,1
1155,6,19,0,1
1156,8,19,0,0
1157,12,19,1,1
1158,13,19,1,0
1159,14,19,1,0
1160,16,19,0,0
1161,17,19,0,0
1162,20,19,0,0
1163,22,19,0,0
1164,23,19,1,0
1165,24,19,0,1
1166,25,19,0,0
1167,26,19,1,1
1168,28,19,1,0
1169,29,19,0,1
1170,31,19,1,0
1171,33,19,0,0
1172,34,19,1,1
1173,35,19,0,1
1174,40,19,1,1
1175,42,19,0,0
1176,43,19,0,1
1177,45,19,0,1
1178,47,19,0,1
1179,49,19,0,0
1180,50,19,0,1
1181,51,19,1,1
1182,52,19,1,1
1183,53,19,0,0
1184,54,19,1,1
1185,58,19,0,1
1186,59,19,1,1
1187,60,19,0,1
1188,61,19,1,0
1189,64,19,1,1
1190,66,19,0,0
1191,67,19,1,0
1192,69,19,1,1
1193,71,19,1,1
1194,73,19,1,0
1195,74,19,0,0
1196,79,19,0,0
1197,80,19,1,1
1198,83,19,0,0
1199,84,19,1,1
1200,85,19,0,0
1201,86,19,1,0
1202,87,19,0,1
1203,88,19,0,0
1204,89,19,0,0
1205,90,19,0,1
1206,91,19,0,1
1207,92,19,0,0
1208,93,19,0,1
1209,94,19,0,1
1210,95,19,0,0
1211,96,19,1,1
1212,97,19,0,0
1213,0,20,0,1
1214,2,20,0,1
1215,7,20,1,1
1216,9,20,0,0
1217,10,20,1,1
1218,11,20,1,0
1219,12,20,1,0
1220,14,20,1,1
1221,16,20,1,1
1222,17,20,1,0
1223,19,20,1,0
1224,20,20,1,0
1225,22,20,0,0
1226,23,20,0,0
1227,24,20,0,1
1228,25,20,1,0
1229,26,20,0,1
1230,27,20,0,0
1231,28,20,0,0
1232,29,20,1,1
1233,30,20,1,1
1234,31,20,0,0
1235,35,20,0,1
1236,37,20,1,1
1237,42,20,1,1
1238,43,20,0,1
1239,45,20,1,0
1240,46,20,0,0
1241,47,20,0,0
1242,49,20,1,1
1243,50,20,0,1
1244,51,20,0,0
1245,53,20,0,0
1246,58,20,1,1
1247,59,20,1,0
1248,61,20,0,0
1249,63,20,1,1
1250,64,20,0,1
1251,65,20,1,0
1252,66,20,1,1
1253,67,20,0,0
1254,69,20,1,0
1255,70,20,0,0
1256,71,20,0,0
1257,73,20,0,0
1258,76,20,1,0
1259,78,20,0,1
1260,79,20,1,1
1261,81,20,1,0
1262,83,20,0,0
1263,86,20,0,0
1264,88,20,1,0
1265,89,20,1,1
1266,90,20,0,0
1267,92,20,0,0
1268,93,20,0,0
1269,94,20,0,0
1270,97,20,0,0
1271,0,21,1,0
1272,2,21,1,1
1273,4,21,1,1
1274,6,21,1,0
1275,7,21,1,0
1276,10,21,0,0
1277,13,21,1,0
1278,17,21,0,0
1279,19,21,0,1
1280,20,21,1,1
1281,23,21,0,1
1282,27,21,1,0
1283,30,21,0,0
1284,31,21,1,1
1285,32,21,1,1
1286,33,21,1,0
1287,35,21,0,0
1288,37,21,1,1
1289,39,21,1,1
1290,41,21,1,1
1291,42,21,0,0
1292,43,21,0,0
1293,45,21,1,1
1294,46,21,1,1
1295,47,21,0,0
1296,48,21,1,1
1297,49,21,1,0
1298,50,21,0,0
1299,53,21,0,0
1300,54,21,0,1
1301,55,21,0,0
1302,56,21,0,0
1303,58,21,0,0
1304,59,21,1,1
1305,62,21,0,1
1306,64,21,1,0
1307,66,21,0,0
1308,68,21,0,0
1309,69,21,0,0
1310,70,21,0,0
1311,71,21,1,1
1312,75,21,1,0
1313,76,21,0,1
1314,79,21,0,0
1315,80,21,0,1
1316,83,21,0,0
1317,85,21,0,0
1318,86,21,1,0
1319,87,21,0,0
1320,88,21,0,1
1321,91,21,1,0
1322,93,21,0,0
1323,2,22,0,1
1324,3,22,0,1
1325,4,22,0,0
1326,7,22,1,0
1327,8,22,1,1
1328,9,22,0,1
1329,10,22,1,1
1330,11,22,0,0
1331,13,22,0,0
1332,14,22,0,0
1333,16,22,1,0
1334,18,22,0,1
1335,19,22,1,1
1336,20,22,1,1
1337,24,22,1,0
1338,28,22,1,0
1339,31,22,0,1
1340,35,22,1,0
1341,36,22,0,1
1342,38,22,1,1
1343,39,22,0,1
1344,40,22,0,0
1345,45,22,0,0
1346,46,22,0,0
1347,47,22,0,0
1348,48,22,1,0
1349,49,22,1,1
1350,50,22,0,1
1351,52,22,1,1
1352,54,22,0,0
1353,55,22,0,1
1354,58,22,1,1
1355,59,22,0,0
1356,63,22,1,0
1357,64,22,0,1
1358,65,22,0,1
1359,66,22,1,1
