interaction_id,taskid,userid,completion
147,50,2,0
148,52,2,0
149,55,2,1
150,57,2,0
151,58,2,0
152,59,2,1
153,60,2,0
154,61,2,0
155,62,2,1
156,64,2,1
157,66,2,0
158,74,2,1
159,75,2,1
160,81,2,0
161,82,2,0
162,83,2,1
163,89,2,0
164,90,2,0
165,92,2,0
166,93,2,0
167,94,2,1
168,2,3,0
169,3,3,0
170,6,3,1
171,9,3,0
172,11,3,1
173,12,3,0
174,14,3,1
175,15,3,0
176,18,3,0
177,19,3,1
178,20,3,1
179,21,3,1
180,22,3,0
181,23,3,0
182,25,3,0
183,26,3,0
184,29,3,1
185,31,3,1
186,33,3,1
187,34,3,1
188,35,3,1
189,37,3,0
190,39,3,0
191,40,3,0
192,42,3,0
193,44,3,0
194,45,3,0
195,46,3,0
196,47,3,1
197,50,3,1
198,52,3,0
199,53,3,0
200,55,3,0
201,57,3,0
202,58,3,0
203,59,3,0
204,62,3,1
205,65,3,0
206,68,3,0
207,69,3,0
208,72,3,0
209,73,3,0
210,74,3,0
211,76,3,1
212,77,3,1
213,78,3,0
214,79,3,1
215,80,3,0
216,81,3,0
217,87,3,0
218,90,3,0
219,92,3,0
220,93,3,1
221,94,3,0
222,97,3,0
223,2,4,1
224,10,4,0
225,15,4,0
226,17,4,0
227,20,4,0
228,24,4,1
229,25,4,0
230,29,4,1
231,30,4,1
232,31,4,1
233,36,4,0
234,38,4,0
235,41,4,0
236,42,4,1
237,43,4,0
238,45,4,0
239,46,4,1
240,48,4,0
241,49,4,0
242,50,4,0
243,51,4,1
244,53,4,0
245,55,4,1
246,60,4,0
247,61,4,0
248,62,4,0
249,63,4,0
250,65,4,0
251,66,4,0
252,67,4,1
253,68,4,0
254,69,4,0
255,70,4,0
256,71,4,1
257,72,4,1
258,73,4,0
259,74,4,1
260,78,4,0
261,79,4,1
262,81,4,1
263,83,4,1
264,84,4,1
265,85,4,0
266,86,4,1
267,87,4,1
268,88,4,0
269,92,4,0
270,93,4,1
271,95,4,0
272,96,4,1
273,97,4,0
274,1,5,1
275,2,5,0
276,3,5,0
277,6,5,0
278,7,5,0
279,8,5,1
280,9,5,0
281,10,5,0
282,11,5,0
283,12,5,1
284,13,5,0
285,15,5,0
286,17,5,0
287,19,5,1
288,20,5,0
289,25,5,1
290,26,5,1
291,27,5,0
292,28,5,0
293,29,5,1
294,30,5,0
295,32,5,0
296,33,5,0
297,34,5,0
298,36,5,0
299,37,5,0
300,42,5,0
301,43,5,0
302,45,5,1
303,46,5,1
304,47,5,0
305,49,5,1
306,51,5,0
307,52,5,0
308,54,5,0
309,55,5,0
310,56,5,1
311,58,5,0
312,60,5,0
313,62,5,0
314,64,5,1
315,65,5,0
316,67,5,0
317,70,5,0
318,71,5,1
319,74,5,0
320,76,5,0
321,78,5,0
322,81,5,0
323,83,5,0
324,84,5,1
325,88,5,0
326,90,5,0
327,91,5,0
328,92,5,0
329,93,5,0
330,94,5,1
331,96,5,0
332,97,5,0
333,0,6,0
334,3,6,0
335,4,6,1
336,5,6,1
337,6,6,0
338,7,6,0
339,8,6,1
340,9,6,1
341,10,6,0
342,12,6,1
343,15,6,1
344,16,6,1
345,17,6,0
346,19,6,1
347,20,6,0
348,21,6,0
349,23,6,1
350,25,6,0
351,26,6,1
352,27,6,1
353,28,6,0
354,29,6,1
355,32,6,1
356,34,6,0
357,39,6,1
358,40,6,0
359,41,6,0
360,42,6,1
361,44,6,0
362,46,6,0
363,48,6,0
364,49,6,1
365,50,6,1
366,51,6,1
367,53,6,0
368,55,6,1
369,59,6,1
370,60,6,1
371,63,6,0
372,65,6,1
373,69,6,1
374,72,6,1
375,73,6,0
376,74,6,0
377,75,6,0
378,80,6,0
379,82,6,1
380,85,6,0
381,87,6,0
382,89,6,0
383,92,6,1
384,93,6,0
385,94,6,1
386,95,6,0
387,97,6,0
388,2,7,0
389,3,7,1
390,4,7,0
391,6,7,0
392,7,7,1
393,8,7,0
394,9,7,0
395,11,7,1
396,13,7,1
397,15,7,0
398,17,7,1
399,18,7,0
400,19,7,1
401,20,7,1
402,21,7,1
403,23,7,0
404,25,7,1
405,26,7,0
406,28,7,1
407,29,7,1
408,30,7,0
409,32,7,1
410,35,7,0
411,37,7,1
412,39,7,1
413,42,7,1
414,43,7,1
415,45,7,0
416,47,7,0
417,48,7,0
418,49,7,1
419,52,7,0
420,53,7,1
421,54,7,0
422,56,7,1
423,57,7,1
424,58,7,1
425,59,7,0
426,61,7,0
427,62,7,0
428,63,7,1
429,64,7,0
430,67,7,0
431,71,7,0
432,73,7,1
433,76,7,0
434,77,7,0
435,79,7,0
436,80,7,0
437,81,7,0
438,83,7,0
439,85,7,0
440,86,7,0
441,87,7,0
442,88,7,0
443,89,7,0
444,91,7,0
445,92,7,0
446,96,7,1
447,97,7,1
448,1,8,0
449,2,8,1
450,3,8,0
451,4,8,1
452,5,8,0
453,7,8,0
454,8,8,0
455,9,8,1
456,11,8,0
457,12,8,0
458,13,8,0
459,15,8,0
460,16,8,0
461,17,8,1
462,19,8,0
463,23,8,1
464,24,8,1
465,25,8,0
466,26,8,1
467,28,8,1
468,29,8,0
469,30,8,0
470,32,8,0
471,35,8,0
472,37,8,0
473,40,8,0
474,41,8,0
475,42,8,0
476,44,8,1
477,45,8,1
478,47,8,0
479,48,8,0
480,49,8,0
481,51,8,1
482,52,8,1
483,53,8,1
484,54,8,1
485,55,8,0
486,56,8,0
487,59,8,1
488,61,8,1
489,62,8,0
490,63,8,0
491,65,8,0
492,66,8,0
493,68,8,1
494,69,8,0
495,70,8,0
496,71,8,1
497,72,8,0
498,73,8,1
499,75,8,1
500,76,8,0
501,78,8,0
502,79,8,0
503,80,8,1
504,81,8,0
505,82,8,1
506,83,8,0
507,84,8,0
508,85,8,0
509,87,8,1
510,88,8,0
511,89,8,0
512,90,8,0
513,92,8,1
514,94,8,1
515,95,8,0
516,96,8,0
517,1,9,0
518,4,9,1
519,5,9,0
520,6,9,0
521,8,9,1
522,10,9,0
523,11,9,0
524,12,9,1
525,13,9,0
526,14,9,0
527,16,9,0
528,18,9,0
529,19,9,1
530,23,9,1
531,25,9,0
532,26,9,1
533,29,9,0
534,30,9,1
535,31,9,1
536,32,9,0
537,35,9,0
538,42,9,0
539,45,9,1
540,46,9,1
541,47,9,0
542,48,9,0
543,50,9,0
544,51,9,1
545,54,9,1
546,55,9,1
547,56,9,1
548,57,9,0
549,58,9,0
550,59,9,1
551,61,9,1
552,66,9,0
553,68,9,0
554,70,9,0
555,74,9,0
556,75,9,1
557,76,9,0
558,77,9,0
559,78,9,0
560,79,9,1
561,80,9,0
562,81,9,1
563,82,9,0
564,87,9,1
565,88,9,1
566,89,9,0
567,90,9,1
568,91,9,1
569,94,9,1
570,95,9,0
571,96,9,1
572,0,10,0
573,1,10,0
574,2,10,0
575,12,10,0
576,13,10,0
577,15,10,0
578,17,10,0
579,18,10,1
580,20,10,0
581,22,10,0
582,24,10,1
583,25,10,0
584,26,10,1
585,27,10,0
586,28,10,1
587,30,10,0
588,31,10,0
589,35,10,0
590,36,10,1
591,38,10,0
592,40,10,0
593,43,10,0
594,45,10,1
595,46,10,1
596,48,10,0
597,49,10,0
598,50,10,0
599,51,10,1
600,52,10,1
601,53,10,0
602,56,10,0
603,57,10,1
604,58,10,0
605,61,10,0
606,62,10,0
607,63,10,0
608,65,10,0
609,66,10,0
610,69,10,0
611,70,10,0
612,71,10,1
613,76,10,0
614,77,10,1
615,80,10,0
616,81,10,0
617,82,10,0
618,83,10,1
619,84,10,1
620,85,10,0
621,86,10,0
622,87,10,1
623,88,10,0
624,89,10,0
625,90,10,0
626,91,10,0
627,93,10,0
628,94,10,1
629,96,10,0
630,0,11,1
631,1,11,1
632,4,11,0
633,6,11,1
634,7,11,0
635,8,11,0
636,9,11,0
637,10,11,0
638,13,11,1
639,17,11,1
640,18,11,0
641,21,11,1
642,22,11,1
643,23,11,0
644,24,11,0
645,25,11,0
646,26,11,0
647,27,11,1
648,28,11,1
649,30,11,0
650,31,11,0
651,32,11,0
652,33,11,1
653,35,11,1
654,36,11,0
655,37,11,0
656,38,11,0
657,39,11,0
658,40,11,0
659,42,11,0
660,43,11,1
661,44,11,0
662,45,11,1
663,47,11,0
664,48,11,0
665,50,11,1
666,52,11,0
667,53,11,0
668,54,11,1
669,55,11,0
670,56,11,0
671,57,11,0
672,60,11,0
673,71,11,0
674,72,11,0
675,73,11,0
676,74,11,0
677,76,11,1
678,77,11,0
679,78,11,0
680,79,11,1
681,81,11,0
682,84,11,0
683,86,11,0
684,87,11,0
685,93,11,1
686,95,11,1
687,96,11,0
688,0,12,0
689,1,12,1
690,3,12,0
691,4,12,0
692,5,12,0
693,6,12,0
694,8,12,1
695,11,12,0
696,12,12,1
697,13,12,1
698,14,12,0
699,17,12,1
700,18,12,1
701,19,12,0
702,20,12,0
703,21,12,1
704,22,12,1
705,35,12,1
706,36,12,0
707,37,12,1
708,38,12,1
709,39,12,1
710,42,12,0
711,44,12,0
712,45,12,0
713,47,12,0
714,48,12,0
715,49,12,0
716,52,12,0
717,53,12,0
718,54,12,1
719,57,12,0
720,58,12,1
721,60,12,1
722,63,12,0
723,64,12,0
724,66,12,0
725,67,12,0
726,68,12,0
727,70,12,1
728,72,12,0
729,73,12,0
730,74,12,1
731,75,12,0
732,77,12,0
733,78,12,0
734,82,12,0
735,83,12,1
736,84,12,1
737,86,12,0
738,87,12,0
739,88,12,1
740,89,12,1
741,92,12,1
742,94,12,0
743,95,12,0
744,96,12,0
745,97,12,1
746,1,13,0
747,2,13,0
748,3,13,0
749,4,13,0
750,5,13,1
751,6,13,0
752,7,13,0
753,9,13,0
754,11,13,0
755,12,13,1
756,13,13,1
757,14,13,1
758,15,13,1
759,20,13,0
760,22,13,0
761,23,13,0
762,24,13,0
763,26,13,1
764,30,13,1
765,31,13,1
766,32,13,1
767,36,13,0
768,37,13,1
769,39,13,0
770,41,13,1
771,42,13,1
772,43,13,1
773,47,13,1
774,52,13,1
775,53,13,1
776,54,13,1
777,55,13,0
778,58,13,1
779,59,13,0
780,61,13,0
781,62,13,1
782,63,13,1
783,64,13,0
784,66,13,1
785,68,13,0
786,69,13,0
787,70,13,1
788,71,13,0
789,72,13,1
790,73,13,1
791,76,13,0
792,77,13,1
793,78,13,0
794,79,13,1
795,83,13,1
796,85,13,0
797,86,13,0
798,90,13,0
799,91,13,0
800,92,13,0
801,93,13,0
802,94,13,1
803,95,13,1
804,96,13,0
805,0,14,1
806,1,14,0
807,5,14,0
808,6,14,1
809,11,14,0
810,12,14,0
811,17,14,1
812,18,14,0
813,19,14,1
814,21,14,1
815,22,14,1
816,23,14,1
817,26,14,0
818,27,14,0
819,29,14,1
820,31,14,1
821,32,14,0
822,33,14,1
823,34,14,0
824,36,14,1
825,37,14,0
826,38,14,0
827,40,14,1
828,44,14,1
829,47,14,1
830,48,14,0
831,49,14,1
832,53,14,1
833,54,14,1
834,56,14,0
835,57,14,0
836,59,14,0
837,61,14,1
838,63,14,0
839,64,14,0
840,66,14,0
841,67,14,0
842,71,14,0
843,72,14,1
844,73,14,0
845,75,14,0
846,79,14,0
847,80,14,1
848,81,14,0
849,82,14,0
850,84,14,1
851,85,14,0
852,88,14,0
853,90,14,1
854,91,14,1
855,94,14,0
856,95,14,0
857,1,15,0
858,2,15,1
859,6,15,1
860,7,15,0
861,9,15,0
862,13,15,1
863,16,15,0
864,19,15,1
865,20,15,1
866,21,15,0
867,23,15,1
868,26,15,0
869,27,15,1
870,28,15,1
871,29,15,1
872,31,15,1
873,34,15,0
874,35,15,0
875,37,15,0
876,38,15,1
877,39,15,1
878,41,15,0
879,43,15,1
880,47,15,1
881,48,15,0
882,49,15,1
883,54,15,1
884,55,15,1
885,57,15,1
886,58,15,0
887,59,15,1
888,60,15,0
889,61,15,0
890,63,15,1
891,64,15,1
892,65,15,0
893,67,15,0
894,68,15,1
895,69,15,0
896,70,15,0
897,75,15,1
898,76,15,0
899,79,15,0
900,80,15,0
901,81,15,0
902,83,15,1
903,84,15,1
904,85,15,0
905,86,15,0
906,87,15,1
907,88,15,0
908,89,15,0
909,90,15,0
910,91,15,0
911,92,15,1
912,93,15,0
913,95,15,0
914,0,16,0
915,2,16,1
916,5,16,0
917,6,16,0
918,8,16,0
919,10,16,0
920,13,16,1
921,14,16,0
922,16,16,0
923,17,16,0
924,18,16,0
925,20,16,0
926,21,16,1
927,22,16,0
928,29,16,0
929,30,16,0
930,31,16,1
931,32,16,0
932,33,16,0
933,35,16,1
934,36,16,1
935,39,16,1
936,40,16,1
937,42,16,0
938,43,16,0
939,44,16,0
940,45,16,0
941,46,16,1
942,49,16,1
943,50,16,0
944,53,16,0
945,54,16,0
946,55,16,1
947,57,16,0
948,58,16,0
949,61,16,0
950,62,16,0
951,65,16,1
952,67,16,0
953,68,16,0
954,69,16,0
955,70,16,0
956,71,16,1
957,72,16,1
958,76,16,1
959,77,16,0
960,78,16,0
961,79,16,0
962,83,16,0
963,84,16,1
964,87,16,0
965,89,16,0
966,90,16,0
967,91,16,1
968,94,16,1
969,95,16,0
970,97,16,0
971,1,17,1
972,2,17,0
973,4,17,0
974,5,17,0
975,8,17,0
976,9,17,1
977,10,17,0
978,12,17,0
979,13,17,1
980,15,17,1
981,17,17,0
982,23,17,0
983,26,17,0
984,27,17,0
985,28,17,1
986,29,17,0
987,30,17,0
988,31,17,1
989,32,17,1
990,33,17,1
991,34,17,1
992,35,17,1
993,38,17,1
994,40,17,0
995,42,17,0
996,43,17,0
997,44,17,0
998,46,17,0
999,48,17,0
1000,51,17,0
1001,53,17,0
1002,56,17,0
1003,57,17,1
1004,58,17,1
1005,59,17,0
1006,60,17,1
1007,61,17,1
1008,64,17,1
1009,65,17,0
1010,66,17,0
1011,67,17,0
1012,69,17,0
1013,70,17,1
1014,74,17,0
1015,75,17,0
1016,77,17,0
1017,78,17,1
1018,79,17,0
1019,80,17,0
1020,81,17,0
1021,83,17,1
1022,84,17,0
1023,86,17,1
1024,88,17,1
1025,89,17,1
1026,90,17,1
1027,91,17,1
1028,92,17,1
1029,93,17,0
1030,95,17,0
1031,96,17,1
1032,0,18,0
1033,2,18,1
1034,6,18,0
1035,7,18,1
1036,8,18,1
1037,9,18,1
1038,10,18,0
1039,11,18,0
1040,12,18,0
1041,13,18,1
1042,15,18,1
1043,16,18,0
1044,17,18,0
1045,18,18,1
1046,19,18,0
1047,20,18,1
1048,23,18,1
1049,27,18,0
1050,28,18,1
1051,29,18,1
1052,30,18,0
1053,31,18,1
1054,33,18,0
1055,34,18,1
1056,36,18,1
1057,37,18,0
1058,38,18,1
1059,39,18,1
1060,40,18,1
1061,41,18,1
1062,43,18,0
1063,44,18,1
1064,45,18,1
1065,46,18,1
1066,47,18,0
1067,48,18,1
1068,49,18,1
1069,50,18,0
1070,51,18,1
1071,53,18,0
1072,55,18,1
1073,59,18,0
1074,60,18,0
1075,63,18,0
1076,66,18,1
1077,67,18,0
1078,68,18,0
1079,70,18,0
1080,71,18,0
1081,72,18,0
1082,73,18,0
1083,74,18,0
1084,75,18,1
1085,77,18,0
1086,78,18,0
1087,80,18,0
1088,81,18,0
1089,82,18,0
1090,84,18,1
1091,85,18,0
1092,87,18,0
1093,88,18,0
1094,89,18,0
1095,92,18,0
1096,93,18,0
1097,94,18,1
1098,95,18,1
1099,97,18,1
1100,0,19,0
1101,2,19,0
1102,3,19,0
1103,5,19,0
1104,6,19,0
1105,7,19,0
1106,8,19,1
1107,10,19,0
1108,11,19,1
1109,13,19,0
1110,14,19,0
1111,15,19,1
1112,16,19,0
1113,17,19,0
1114,18,19,0
1115,25,19,1
1116,26,19,0
1117,28,19,0
1118,30,19,0
1119,32,19,1
1120,34,19,0
1121,35,19,0
1122,36,19,0
1123,37,19,1
1124,39,19,0
1125,40,19,0
1126,41,19,0
1127,43,19,1
1128,44,19,0
1129,47,19,0
1130,50,19,0
1131,51,19,0
1132,56,19,1
1133,60,19,0
1134,62,19,0
1135,63,19,0
1136,64,19,1
1137,65,19,0
1138,67,19,0
1139,68,19,0
1140,69,19,1
1141,70,19,0
1142,73,19,0
1143,75,19,0
1144,79,19,0
1145,80,19,0
1146,84,19,1
1147,85,19,0
1148,86,19,0
1149,87,19,0
1150,89,19,0
1151,91,19,1
1152,92,19,1
1153,93,19,0
1154,94,19,0
1155,97,19,1
1156,0,20,1
1157,1,20,0
1158,2,20,1
1159,3,20,1
1160,4,20,1
1161,6,20,0
1162,8,20,1
1163,10,20,0
1164,13,20,0
1165,14,20,0
1166,15,20,0
1167,16,20,0
1168,17,20,1
1169,18,20,1
1170,19,20,1
1171,20,20,1
1172,21,20,0
1173,24,20,1
1174,25,20,1
1175,26,20,1
1176,27,20,0
1177,30,20,0
1178,31,20,0
1179,32,20,1
1180,33,20,0
1181,34,20,1
1182,35,20,1
1183,39,20,0
1184,40,20,1
1185,41,20,0
1186,42,20,0
1187,44,20,1
1188,45,20,1
1189,46,20,0
1190,48,20,0
1191,49,20,0
1192,50,20,1
1193,52,20,1
1194,53,20,0
1195,55,20,0
1196,56,20,0
1197,58,20,0
1198,61,20,0
1199,62,20,0
1200,64,20,1
1201,66,20,0
1202,67,20,1
1203,68,20,1
1204,69,20,0
1205,72,20,0
1206,73,20,0
1207,74,20,0
1208,75,20,1
1209,76,20,1
1210,77,20,0
1211,78,20,0
1212,81,20,0
1213,82,20,0
1214,83,20,0
1215,85,20,1
1216,86,20,1
1217,87,20,1
1218,88,20,0
1219,90,20,0
1220,91,20,0
1221,92,20,0
1222,93,20,0
1223,94,20,1
1224,95,20,1
1225,0,21,0
1226,1,21,0
1227,3,21,0
1228,4,21,0
1229,5,21,0
1230,6,21,0
1231,8,21,1
1232,9,21,1
1233,10,21,0
1234,11,21,0
1235,12,21,0
1236,13,21,0
1237,14,21,1
1238,15,21,0
1239,16,21,0
1240,17,21,0
1241,22,21,0
1242,24,21,1
1243,25,21,0
1244,26,21,1
1245,30,21,1
1246,31,21,1
1247,32,21,1
1248,35,21,0
1249,37,21,0
1250,38,21,0
1251,42,21,1
1252,44,21,1
1253,46,21,1
1254,51,21,1
1255,52,21,1
1256,54,21,0
1257,56,21,0
1258,57,21,0
1259,58,21,0
1260,61,21,0
1261,62,21,1
1262,63,21,0
1263,65,21,0
1264,67,21,1
1265,69,21,0
1266,71,21,1
1267,72,21,0
1268,73,21,0
1269,74,21,0
1270,75,21,1
1271,76,21,0
1272,78,21,0
1273,80,21,0
1274,82,21,0
1275,84,21,1
1276,86,21,0
1277,87,21,0
1278,90,21,1
1279,93,21,1
1280,94,21,1
1281,95,21,0
1282,96,21,1
1283,97,21,0
1284,0,22,0
1285,1,22,0
1286,2,22,1
1287,3,22,1
1288,5,22,0
1289,7,22,0
1290,9,22,1
1291,10,22,1
1292,12,22,0
1293,14,22,1
1294,16,22,0
1295,17,22,0
1296,18,22,1
1297,20,22,0
1298,22,22,0
1299,24,22,1
1300,25,22,0
1301,26,22,0
1302,27,22,1
1303,31,22,1
1304,32,22,0
1305,35,22,0
1306,38,22,0
1307,39,22,1
1308,40,22,1
1309,43,22,0
1310,44,22,0
1311,45,22,1
1312,46,22,1
1313,48,22,0
1314,51,22,1
1315,53,22,0
1316,54,22,0
1317,55,22,1
1318,57,22,0
1319,58,22,0
1320,60,22,0
1321,65,22,0
1322,67,22,1
1323,68,22,0
1324,70,22,0
1325,71,22,0
1326,73,22,0
1327,74,22,0
1328,78,22,0
1329,79,22,0
1330,83,22,0
1331,84,22,0
1332,86,22,0
1333,87,22,1
1334,88,22,0
1335,89,22,0
1336,91,22,0
1337,93,22,0
1338,96,22,1
1339,0,23,0
1340,1,23,1
1341,3,23,1
1342,4,23,0
1343,5,23,0
1344,6,23,0
1345,8,23,0
1346,11,23,0
1347,12,23,0
1348,13,23,0
1349,14,23,1
1350,16,23,0
1351,17,23,1
1352,18,23,0
1353,21,23,1
1354,23,23,0
1355,25,23,0
1356,27,23,0
1357,28,23,0
1358,30,23,0
1359,33,23,0
1360,35,23,1
1361,36,23,0
1362,37,23,0
1363,38,23,0
1364,39,23,0
1365,40,23,0
1366,42,23,0
1367,43,23,0
1368,46,23,0
1369,50,23,1
1370,52,23,0
1371,58,23,0
1372,60,23,1
1373,62,23,0
1374,63,23,1
1375,66,23,0
1376,68,23,1
1377,70,23,1
1378,72,23,0
1379,74,23,0
1380,78,23,0
1381,79,23,0
1382,81,23,0
1383,82,23,0
1384,83,23,1
1385,84,23,0
1386,86,23,0
1387,89,23,1
1388,90,23,1
1389,91,23,0
1390,93,23,1
1391,94,23,0
1392,95,23,0
1393,96,23,0
1394,97,23,0
1395,0,24,0
1396,1,24,0
1397,2,24,0
1398,3,24,1
1399,4,24,0
1400,5,24,1
1401,6,24,0
1402,7,24,1
1403,8,24,0
1404,9,24,0
1405,10,24,1
1406,12,24,0
1407,13,24,0
1408,14,24,1
1409,15,24,1
1410,16,24,0
1411,18,24,1
1412,19,24,1
1413,22,24,0
1414,23,24,0
1415,24,24,0
1416,25,24,1
1417,26,24,0
1418,30,24,1
1419,31,24,0
1420,32,24,1
1421,34,24,1
1422,35,24,1
1423,36,24,0
1424,37,24,1
1425,39,24,0
1426,40,24,0
1427,41,24,0
1428,42,24,0
1429,43,24,0
1430,45,24,1
1431,46,24,0
1432,49,24,1
1433,51,24,0
1434,52,24,0
1435,55,24,0
1436,57,24,0
1437,59,24,1
1438,60,24,0
1439,61,24,0
1440,62,24,1
1441,65,24,1
1442,67,24,0
1443,69,24,0
1444,71,24,1
1445,73,24,1
1446,76,24,0
1447,77,24,1
1448,78,24,1
1449,81,24,1
1450,82,24,1
1451,83,24,0
1452,85,24,0
1453,90,24,1
1454,92,24,0
1455,95,24,0
1456,96,24,0
1457,0,25,1
1458,3,25,0
1459,4,25,0
1460,5,25,1
1461,8,25,0
1462,10,25,1
1463,11,25,1
1464,14,25,1
1465,15,25,1
1466,16,25,1
1467,17,25,0
1468,20,25,1
1469,22,25,0
1470,24,25,0
1471,27,25,0
1472,28,25,0
1473,29,25,1
1474,31,25,1
1475,32,25,1
1476,33,25,0
1477,34,25,0
1478,36,25,0
1479,37,25,1
1480,38,25,1
1481,40,25,0
1482,43,25,1
1483,44,25,1
1484,45,25,0
1485,48,25,1
1486,50,25,1
1487,51,25,0
1488,53,25,1
1489,55,25,0
1490,56,25,1
1491,57,25,1
1492,58,25,1
1493,59,25,0
1494,61,25,0
1495,62,25,0
1496,63,25,1
1497,65,25,1
1498,66,25,1
1499,68,25,0
1500,69,25,0
1501,73,25,0
1502,76,25,0
1503,81,25,0
1504,83,25,0
1505,85,25,1
1506,86,25,1
1507,87,25,0
1508,89,25,0
1509,90,25,0
1510,91,25,0
1511,92,25,0
1512,93,25,0
1513,0,26,0
1514,2,26,1
1515,3,26,0
1516,5,26,0
1517,6,26,0
1518,7,26,1
1519,8,26,1
1520,9,26,0
1521,11,26,0
1522,12,26,0
1523,13,26,1
1524,14,26,0
1525,18,26,1
1526,20,26,0
1527,21,26,0
1528,24,26,1
1529,26,26,1
1530,29,26,1
1531,30,26,1
1532,31,26,1
1533,32,26,1
1534,34,26,1
1535,35,26,1
1536,36,26,1
1537,38,26,0
1538,39,26,0
1539,40,26,0
1540,41,26,1
1541,42,26,1
1542,43,26,0
1543,45,26,0
1544,46,26,1
1545,48,26,0
1546,50,26,1
1547,51,26,1
1548,52,26,1
1549,53,26,0
1550,54,26,1
1551,55,26,1
1552,56,26,1
1553,57,26,1
1554,59,26,1
1555,62,26,0
1556,64,26,0
1557,67,26,1
1558,68,26,0
1559,69,26,0
1560,70,26,0
1561,71,26,1
1562,72,26,0
1563,73,26,0
1564,74,26,1
1565,75,26,0
1566,77,26,0
1567,78,26,0
1568,79,26,1
1569,81,26,0
1570,82,26,0
1571,85,26,0
1572,86,26,0
1573,88,26,0
1574,90,26,0
1575,91,26,0
1576,93,26,0
1577,97,26,0
1578,1,27,0
1579,2,27,1
1580,3,27,0
1581,4,27,1
1582,5,27,0
1583,6,27,0
1584,7,27,0
1585,8,27,1
1586,9,27,1
1587,10,27,1
1588,11,27,0
1589,12,27,0
1590,15,27,0
1591,16,27,0
1592,17,27,0
1593,19,27,0
1594,24,27,1
1595,25,27,0
1596,26,27,0
1597,27,27,1
1598,28,27,1
1599,30,27,0
1600,32,27,0
1601,34,27,1
1602,35,27,0
1603,37,27,1
1604,38,27,0
1605,39,27,1
1606,40,27,0
1607,42,27,0
1608,44,27,1
1609,45,27,1
1610,46,27,0
1611,49,27,1
1612,52,27,1
1613,53,27,0
1614,55,27,1
1615,56,27,0
1616,57,27,0
1617,59,27,1
1618,60,27,1
1619,61,27,0
1620,63,27,0
1621,64,27,1
1622,65,27,1
1623,66,27,0
1624,67,27,1
1625,69,27,0
1626,70,27,0
1627,73,27,1
1628,75,27,1
1629,76,27,1
1630,80,27,0
1631,83,27,0
1632,85,27,0
1633,91,27,0
1634,94,27,1
1635,96,27,1
1636,97,27,1
1637,1,28,1
1638,3,28,0
1639,4,28,0
1640,5,28,1
1641,6,28,1
1642,7,28,0
1643,10,28,0
1644,11,28,1
1645,12,28,0
1646,14,28,0
1647,15,28,1
1648,16,28,1
1649,18,28,1
1650,20,28,1
1651,21,28,0
1652,22,28,0
1653,23,28,1
1654,24,28,0
1655,26,28,0
1656,27,28,1
1657,28,28,0
1658,29,28,1
1659,31,28,0
1660,36,28,0
1661,37,28,1
1662,39,28,0
