interaction_id,taskid,userid,completion,like
279,54,4,0,False
280,55,4,0,False
281,56,4,0,True
282,57,4,0,False
283,58,4,0,True
284,59,4,0,True
285,60,4,0,True
286,61,4,0,True
287,62,4,1,False
288,63,4,1,True
289,64,4,1,False
290,65,4,1,True
291,6,5,0,False
292,7,5,0,True
293,8,5,0,True
294,9,5,0,True
295,10,5,0,False
296,11,5,0,False
297,12,5,0,False
298,13,5,0,False
299,14,5,0,False
300,15,5,0,True
301,16,5,0,True
302,17,5,0,False
303,18,5,0,False
304,19,5,0,False
305,20,5,0,False
306,21,5,0,True
307,22,5,0,True
308,23,5,0,False
309,24,5,0,True
310,25,5,0,True
311,26,5,0,False
312,27,5,0,False
313,28,5,0,False
314,29,5,0,False
315,30,5,0,True
316,31,5,0,False
317,32,5,0,False
318,33,5,0,True
319,34,5,0,False
320,35,5,0,False
321,36,5,1,True
322,37,5,1,True
323,38,5,1,True
324,39,5,0,True
325,40,5,0,True
326,41,5,0,True
327,42,5,0,False
328,43,5,0,True
329,44,5,0,False
330,45,5,0,False
331,46,5,0,True
332,47,5,0,True
333,48,5,1,True
334,49,5,0,False
335,50,5,0,True
336,51,5,0,False
337,52,5,1,False
338,53,5,1,False
339,54,5,0,False
340,55,5,0,True
341,56,5,0,False
342,57,5,1,False
343,58,5,1,True
344,59,5,1,True
345,60,5,1,False
346,61,5,1,True
347,62,5,0,True
348,63,5,1,False
349,64,5,1,False
350,65,5,0,False
351,0,6,0,False
352,1,6,0,True
353,2,6,0,False
354,3,6,0,False
355,4,6,1,True
356,5,6,1,True
357,6,6,0,False
358,7,6,0,True
359,8,6,0,False
360,9,6,1,True
361,10,6,1,False
362,11,6,1,False
363,12,6,1,False
364,13,6,1,False
365,14,6,0,True
366,15,6,1,True
367,16,6,1,True
368,17,6,1,False
369,18,6,1,False
370,19,6,0,True
371,20,6,0,False
372,21,6,0,False
373,22,6,0,False
374,23,6,0,False
375,33,6,0,False
376,34,6,0,False
377,35,6,0,False
378,36,6,0,True
379,37,6,0,False
380,38,6,0,False
381,39,6,0,True
382,40,6,0,False
383,41,6,0,True
384,42,6,1,True
385,43,6,1,False
386,44,6,1,True
387,45,6,1,False
388,46,6,0,True
389,47,6,0,False
390,48,6,0,True
391,49,6,0,False
392,50,6,1,True
393,51,6,0,False
394,52,6,0,False
395,53,6,1,False
396,54,6,1,False
397,55,6,1,False
398,56,6,0,False
399,57,6,0,False
400,58,6,0,False
401,59,6,0,False
402,60,6,0,False
403,61,6,1,False
404,62,6,1,False
405,63,6,1,True
406,64,6,0,False
407,65,6,0,False
408,0,7,0,False
409,1,7,0,False
410,2,7,1,True
411,3,7,1,True
412,4,7,0,False
413,5,7,0,False
414,12,7,1,False
415,13,7,1,False
416,14,7,1,False
417,15,7,1,False
418,16,7,1,False
419,17,7,0,True
420,18,7,0,True
421,19,7,0,True
422,20,7,0,True
423,21,7,0,False
424,22,7,0,False
425,23,7,0,False
426,24,7,0,False
427,25,7,0,False
428,26,7,0,True
429,27,7,0,True
430,28,7,1,True
431,29,7,1,False
432,30,7,1,True
433,31,7,1,False
434,32,7,1,False
435,33,7,1,False
436,34,7,1,False
437,35,7,1,False
438,36,7,1,True
439,37,7,1,False
440,38,7,1,True
441,39,7,1,True
442,40,7,1,False
443,41,7,0,False
444,42,7,1,False
445,43,7,0,False
446,44,7,0,False
447,45,7,0,True
448,46,7,0,True
449,47,7,1,False
450,48,7,1,True
451,49,7,0,False
452,50,7,0,True
453,51,7,0,False
454,52,7,0,False
455,53,7,0,False
456,54,7,0,False
457,55,7,0,True
458,56,7,1,False
459,57,7,1,False
460,58,7,1,False
461,59,7,0,True
462,60,7,0,False
463,61,7,1,True
464,62,7,0,True
465,63,7,0,False
466,64,7,0,True
467,65,7,0,False
468,6,8,1,True
469,7,8,0,False
470,8,8,1,False
471,9,8,1,True
472,10,8,0,True
473,11,8,1,False
474,12,8,1,False
475,13,8,0,True
476,14,8,0,True
477,15,8,1,False
478,16,8,1,False
479,17,8,1,False
480,18,8,1,False
481,19,8,1,False
482,20,8,1,False
483,21,8,1,True
484,22,8,1,False
485,23,8,1,False
486,24,8,0,True
487,25,8,0,True
488,26,8,0,True
489,27,8,0,True
490,28,8,1,True
491,29,8,1,False
492,30,8,1,False
493,31,8,0,True
494,32,8,0,False
495,33,8,0,False
496,34,8,1,False
497,35,8,1,False
498,36,8,0,True
499,37,8,1,False
500,38,8,0,False
501,39,8,0,False
502,40,8,0,False
503,41,8,0,True
504,42,8,1,True
505,43,8,0,True
506,44,8,0,True
507,45,8,0,True
508,46,8,0,True
509,47,8,0,False
510,48,8,0,True
511,49,8,0,False
512,50,8,0,False
513,51,8,0,False
514,52,8,0,True
515,53,8,0,False
516,54,8,1,True
517,55,8,0,True
518,56,8,0,False
519,57,8,0,False
520,58,8,0,False
521,59,8,1,False
522,60,8,0,False
523,61,8,0,True
524,62,8,0,False
525,63,8,0,False
526,64,8,0,True
527,65,8,0,False
528,6,9,0,False
529,7,9,0,True
530,8,9,0,True
531,9,9,0,False
532,10,9,1,False
533,11,9,1,True
534,12,9,1,True
535,13,9,0,True
536,14,9,0,False
537,15,9,1,False
538,16,9,0,True
539,17,9,0,False
540,18,9,1,False
541,19,9,0,False
542,20,9,1,False
543,21,9,0,False
544,22,9,0,True
545,23,9,1,False
546,24,9,1,False
547,25,9,1,False
548,26,9,1,False
549,27,9,0,True
550,28,9,0,False
551,29,9,0,False
552,30,9,0,True
553,31,9,1,False
554,32,9,0,False
555,33,9,1,False
556,34,9,0,True
557,35,9,0,False
558,36,9,0,True
559,37,9,0,False
560,38,9,1,False
561,39,9,1,True
562,40,9,1,False
563,41,9,1,True
564,42,9,1,True
565,43,9,1,True
566,44,9,1,False
567,45,9,1,False
568,46,9,0,True
569,47,9,0,True
570,48,9,0,True
571,49,9,1,True
572,50,9,0,False
573,51,9,0,True
574,52,9,0,False
575,53,9,1,False
576,54,9,0,False
577,55,9,0,True
578,56,9,1,False
579,57,9,1,True
580,58,9,1,False
581,59,9,1,True
582,60,9,1,False
583,61,9,1,False
584,62,9,1,True
585,63,9,0,True
586,64,9,0,True
587,65,9,0,False
588,0,10,1,False
589,1,10,1,False
590,2,10,1,False
591,3,10,1,False
592,4,10,1,False
593,5,10,0,True
594,6,10,0,True
595,7,10,0,False
596,8,10,0,True
597,9,10,0,True
598,10,10,1,False
599,11,10,0,True
600,12,10,0,True
601,13,10,0,False
602,14,10,0,False
603,15,10,0,True
604,16,10,0,True
605,17,10,0,True
606,18,10,1,True
607,19,10,1,False
608,20,10,1,False
609,21,10,0,True
610,22,10,1,False
611,23,10,1,True
612,33,10,0,False
613,34,10,0,False
614,35,10,1,True
615,36,10,1,True
616,37,10,1,False
617,38,10,1,False
618,39,10,1,True
619,40,10,1,True
620,41,10,0,True
621,42,10,1,False
622,43,10,1,False
623,44,10,1,True
624,45,10,1,True
625,46,10,1,False
626,47,10,0,True
627,48,10,0,False
628,49,10,0,True
629,50,10,0,True
630,51,10,0,False
631,52,10,0,True
632,53,10,1,True
633,54,10,1,False
634,55,10,1,True
635,56,10,0,False
636,57,10,1,False
637,58,10,1,True
638,59,10,1,True
639,60,10,0,True
640,61,10,0,False
641,62,10,1,False
642,63,10,1,False
643,64,10,0,True
644,65,10,0,False
645,6,11,1,True
646,7,11,1,True
647,8,11,1,False
648,9,11,0,False
649,10,11,0,False
650,11,11,0,False
651,12,11,1,True
652,13,11,1,False
653,14,11,1,True
654,15,11,1,False
655,16,11,0,True
656,17,11,0,False
657,18,11,0,False
658,19,11,0,True
659,20,11,0,True
660,21,11,0,True
661,22,11,0,False
662,23,11,0,False
663,24,11,0,True
664,25,11,1,True
665,26,11,1,False
666,27,11,1,False
667,28,11,1,True
668,29,11,0,True
669,30,11,0,False
670,31,11,0,False
671,32,11,0,False
672,33,11,0,True
673,34,11,1,True
674,35,11,1,True
675,36,11,1,True
676,37,11,1,False
677,38,11,0,True
678,39,11,1,False
679,40,11,1,False
680,41,11,1,True
681,42,11,0,False
682,43,11,0,False
683,44,11,1,False
684,45,11,1,False
685,46,11,1,False
686,47,11,0,False
687,48,11,1,False
688,49,11,1,False
689,50,11,0,True
690,51,11,0,False
691,52,11,0,True
692,53,11,0,True
693,54,11,1,False
694,55,11,1,True
695,56,11,0,False
696,57,11,1,True
697,58,11,1,False
698,59,11,1,False
699,60,11,1,False
700,61,11,0,True
701,62,11,0,False
702,63,11,0,False
703,64,11,1,True
704,65,11,0,False
705,6,12,0,False
706,7,12,0,False
707,8,12,0,False
708,9,12,1,False
709,10,12,1,False
710,11,12,0,False
711,12,12,0,False
712,13,12,0,False
713,14,12,0,False
714,15,12,0,False
715,16,12,0,True
716,17,12,0,False
717,18,12,0,False
718,19,12,1,True
719,20,12,0,True
720,21,12,0,True
721,22,12,0,False
722,23,12,1,False
723,24,12,1,False
724,25,12,1,False
725,26,12,1,False
726,27,12,1,True
727,28,12,0,False
728,29,12,0,False
729,30,12,0,False
730,31,12,0,False
731,32,12,0,True
732,33,12,0,False
733,34,12,0,True
734,35,12,0,True
735,36,12,1,True
736,37,12,1,True
737,38,12,1,False
738,39,12,1,True
739,40,12,1,True
740,41,12,1,True
741,42,12,0,False
742,43,12,0,False
743,44,12,0,False
744,45,12,1,False
745,46,12,0,False
746,47,12,0,False
747,48,12,0,False
748,49,12,0,False
749,50,12,0,False
750,51,12,0,False
751,52,12,0,False
752,53,12,0,True
753,54,12,0,True
754,55,12,0,False
755,56,12,0,True
756,57,12,0,False
757,58,12,0,True
758,59,12,0,False
759,60,12,0,False
760,61,12,0,False
761,62,12,1,False
762,63,12,1,False
763,64,12,1,False
764,65,12,1,True
765,0,13,0,True
766,1,13,0,False
767,2,13,1,True
768,3,13,0,False
769,4,13,1,False
770,5,13,1,False
771,12,13,1,True
772,13,13,1,True
773,14,13,1,True
774,15,13,1,False
775,16,13,1,False
776,17,13,1,True
777,18,13,1,False
778,19,13,1,False
779,20,13,0,True
780,21,13,0,True
781,22,13,1,False
782,23,13,1,True
783,24,13,1,False
784,25,13,1,True
785,26,13,1,False
786,27,13,1,False
787,28,13,0,False
788,29,13,1,False
789,30,13,1,False
790,31,13,1,False
791,32,13,1,True
792,33,13,1,False
793,34,13,0,True
794,35,13,1,False
795,36,13,0,True
796,37,13,0,False
797,38,13,0,True
798,39,13,1,False
799,40,13,1,True
800,41,13,1,False
801,42,13,1,False
802,43,13,0,False
803,44,13,1,False
804,45,13,0,False
805,46,13,0,True
806,47,13,0,False
807,48,13,0,True
808,49,13,0,True
809,50,13,0,False
810,51,13,1,False
811,52,13,0,False
812,53,13,0,False
813,54,13,1,True
814,55,13,1,True
815,56,13,0,False
816,57,13,0,True
817,58,13,0,True
818,59,13,0,False
819,60,13,0,True
820,61,13,0,False
821,62,13,0,True
822,63,13,0,True
823,64,13,1,False
824,65,13,1,True
825,0,14,1,False
826,1,14,1,True
827,2,14,1,False
828,3,14,0,False
829,4,14,0,True
830,5,14,0,True
831,6,14,0,False
832,7,14,0,False
833,8,14,0,False
834,9,14,0,True
835,10,14,0,True
836,11,14,0,True
837,12,14,1,False
838,13,14,1,False
839,14,14,0,True
840,15,14,0,True
841,16,14,0,False
842,17,14,1,False
843,18,14,0,False
844,19,14,1,True
845,20,14,0,False
846,21,14,1,False
847,22,14,0,False
848,23,14,0,False
849,33,14,1,False
850,34,14,0,True
851,35,14,1,True
852,36,14,1,True
853,37,14,1,False
854,38,14,1,True
855,39,14,0,False
856,40,14,0,True
857,41,14,1,False
858,42,14,1,True
859,43,14,1,True
860,44,14,1,True
861,45,14,0,False
862,46,14,0,True
863,47,14,0,True
864,48,14,0,True
865,49,14,1,True
866,50,14,0,False
867,51,14,1,True
868,52,14,1,False
869,53,14,0,True
870,54,14,0,False
871,55,14,0,False
872,56,14,0,False
873,57,14,0,False
874,58,14,0,True
875,59,14,0,True
876,60,14,1,True
877,61,14,1,False
878,62,14,1,True
879,63,14,1,False
880,64,14,0,True
881,65,14,0,False
882,0,15,1,True
883,1,15,1,False
884,2,15,0,True
885,3,15,1,True
886,4,15,0,False
887,5,15,1,True
888,6,15,1,False
889,7,15,0,True
890,8,15,0,True
891,9,15,1,False
892,10,15,1,False
893,11,15,1,False
894,12,15,1,False
895,13,15,1,True
896,14,15,1,False
897,15,15,0,False
898,16,15,0,False
899,17,15,1,True
900,18,15,1,True
901,19,15,0,False
902,20,15,0,True
903,21,15,1,False
904,22,15,0,False
905,23,15,0,False
906,33,15,0,True
907,34,15,0,True
908,35,15,0,False
909,36,15,0,True
910,37,15,0,False
911,38,15,1,False
912,39,15,1,True
913,40,15,0,False
914,41,15,1,True
915,42,15,0,False
916,43,15,0,True
917,44,15,1,False
918,45,15,1,True
919,46,15,1,True
920,47,15,1,False
921,48,15,0,True
922,49,15,1,False
923,50,15,1,False
924,51,15,0,False
925,52,15,1,False
926,53,15,0,False
927,54,15,0,True
928,55,15,0,False
929,56,15,1,False
930,57,15,0,True
931,58,15,0,False
932,59,15,0,False
933,60,15,1,False
934,61,15,0,False
935,62,15,1,False
936,63,15,0,True
937,64,15,0,True
938,65,15,0,True
939,6,16,0,True
940,7,16,0,True
941,8,16,0,False
942,9,16,0,False
943,10,16,0,False
944,11,16,0,True
945,12,16,0,True
946,13,16,0,False
947,14,16,0,True
948,15,16,1,True
949,16,16,0,True
950,17,16,0,False
951,18,16,0,False
952,19,16,0,True
953,20,16,0,False
954,21,16,0,True
955,22,16,0,True
956,23,16,0,False
957,24,16,0,True
958,25,16,0,True
959,26,16,1,False
960,27,16,1,False
961,28,16,0,False
962,29,16,1,False
963,30,16,1,False
964,31,16,1,True
965,32,16,1,True
966,33,16,0,False
967,34,16,1,False
968,35,16,1,False
969,36,16,1,False
970,37,16,1,True
971,38,16,1,False
972,39,16,1,False
973,40,16,0,False
974,41,16,0,True
975,42,16,0,True
976,43,16,0,True
977,44,16,1,True
978,45,16,1,False
979,46,16,0,True
980,47,16,0,False
981,48,16,0,False
982,49,16,1,False
983,50,16,1,False
984,51,16,0,True
985,52,16,0,False
986,53,16,0,False
987,54,16,0,False
988,55,16,0,True
989,56,16,0,False
990,57,16,0,True
991,58,16,0,True
992,59,16,1,False
993,60,16,1,True
994,61,16,1,False
995,62,16,1,False
996,63,16,1,True
997,64,16,1,True
998,65,16,1,True
999,0,17,0,False
1000,1,17,0,False
1001,2,17,0,True
1002,3,17,0,True
1003,4,17,0,False
1004,5,17,0,True
1005,6,17,0,True
1006,7,17,0,False
1007,8,17,0,False
1008,9,17,0,True
1009,10,17,1,False
1010,11,17,0,False
1011,12,17,0,False
1012,13,17,0,False
1013,14,17,0,False
1014,15,17,0,True
1015,16,17,0,True
1016,17,17,0,True
1017,18,17,0,False
1018,19,17,1,True
1019,20,17,0,True
1020,21,17,1,True
1021,22,17,0,False
1022,23,17,0,True
1023,33,17,0,False
1024,34,17,0,False
1025,35,17,1,False
1026,36,17,0,True
1027,37,17,0,False
1028,38,17,0,False
1029,39,17,0,False
1030,40,17,0,False
1031,41,17,0,False
1032,42,17,0,True
1033,43,17,0,True
1034,44,17,0,True
1035,45,17,1,True
1036,46,17,1,False
1037,47,17,0,False
1038,48,17,0,False
1039,49,17,1,False
1040,50,17,0,True
1041,51,17,0,False
1042,52,17,0,True
1043,53,17,0,True
1044,54,17,0,False
1045,55,17,0,True
1046,56,17,0,False
1047,57,17,1,False
1048,58,17,1,True
1049,59,17,0,False
1050,60,17,0,False
1051,61,17,0,False
1052,62,17,1,False
1053,63,17,0,True
1054,64,17,1,True
1055,65,17,1,True
1056,0,18,0,True
1057,1,18,1,False
1058,2,18,0,False
1059,3,18,0,False
1060,4,18,0,True
1061,5,18,1,False
1062,12,18,1,False
1063,13,18,0,False
1064,14,18,1,True
1065,15,18,1,False
1066,16,18,1,False
1067,17,18,0,True
1068,18,18,0,False
1069,19,18,0,True
1070,20,18,1,False
1071,21,18,0,False
1072,22,18,0,False
1073,23,18,1,True
1074,24,18,0,True
1075,25,18,0,True
1076,26,18,0,False
1077,27,18,0,True
1078,28,18,0,False
1079,29,18,1,False
1080,30,18,1,True
1081,31,18,1,True
1082,32,18,1,True
1083,33,18,0,True
1084,34,18,0,True
1085,35,18,0,False
1086,36,18,0,True
1087,37,18,0,False
1088,38,18,1,False
1089,39,18,1,True
1090,40,18,1,False
1091,41,18,1,True
1092,42,18,1,True
1093,43,18,1,False
1094,44,18,0,True
1095,45,18,1,True
1096,46,18,0,False
1097,47,18,0,True
1098,48,18,0,False
1099,49,18,0,False
1100,50,18,0,True
1101,51,18,0,False
1102,52,18,0,True
1103,53,18,0,False
1104,54,18,0,True
1105,55,18,0,False
1106,56,18,1,False
1107,57,18,0,True
1108,58,18,0,False
1109,59,18,0,True
1110,60,18,0,True
1111,61,18,0,True
1112,62,18,1,True
1113,63,18,1,False
1114,64,18,1,False
1115,65,18,1,True
1116,6,19,0,True
1117,7,19,0,False
1118,8,19,1,False
1119,9,19,1,True
1120,10,19,0,True
1121,11,19,0,False
1122,12,19,0,False
1123,13,19,1,True
1124,14,19,0,False
1125,15,19,1,False
1126,16,19,0,False
1127,17,19,0,False
1128,18,19,1,False
1129,19,19,1,True
1130,20,19,0,False
1131,21,19,1,False
1132,22,19,1,True
1133,23,19,0,False
1134,24,19,0,False
1135,25,19,0,False
1136,26,19,0,True
1137,27,19,1,False
1138,28,19,1,False
1139,29,19,1,False
1140,30,19,1,True
1141,31,19,1,True
1142,32,19,1,False
1143,33,19,1,False
1144,34,19,1,True
1145,35,19,0,False
1146,36,19,0,True
1147,37,19,0,False
1148,38,19,1,False
1149,39,19,0,True
1150,40,19,0,True
1151,41,19,0,True
1152,42,19,0,True
1153,43,19,0,True
1154,44,19,0,False
1155,45,19,0,False
1156,46,19,0,False
1157,47,19,0,True
1158,48,19,1,False
1159,49,19,1,False
1160,50,19,0,False
1161,51,19,1,True
1162,52,19,1,True
1163,53,19,1,False
1164,54,19,1,False
1165,55,19,1,False
1166,56,19,0,True
1167,57,19,0,True
1168,58,19,1,False
1169,59,19,1,False
1170,60,19,0,True
1171,61,19,1,False
1172,62,19,0,False
1173,63,19,0,True
1174,64,19,1,True
1175,65,19,1,False
1176,6,20,0,False
1177,7,20,0,False
1178,8,20,0,False
1179,9,20,0,False
1180,10,20,0,True
1181,11,20,0,False
1182,12,20,0,False
1183,13,20,1,False
1184,14,20,1,False
1185,15,20,0,True
1186,16,20,0,False
1187,17,20,0,False
1188,18,20,1,False
1189,19,20,1,False
1190,20,20,1,False
1191,21,20,1,False
1192,22,20,0,False
1193,23,20,0,False
1194,24,20,0,False
1195,25,20,0,True
1196,26,20,0,False
1197,27,20,0,True
1198,28,20,0,True
1199,29,20,0,False
1200,30,20,0,True
1201,31,20,0,True
1202,32,20,0,False
1203,33,20,0,False
1204,34,20,0,False
1205,35,20,0,False
1206,36,20,0,False
1207,37,20,0,False
1208,38,20,1,False
1209,39,20,1,True
1210,40,20,0,False
1211,41,20,0,False
1212,42,20,0,False
1213,43,20,1,True
1214,44,20,0,True
1215,45,20,0,False
1216,46,20,0,True
1217,47,20,0,False
1218,48,20,0,False
1219,49,20,1,False
1220,50,20,0,True
1221,51,20,0,False
1222,52,20,1,True
1223,53,20,1,True
1224,54,20,0,True
1225,55,20,0,False
1226,56,20,1,True
1227,57,20,1,True
1228,58,20,0,True
1229,59,20,1,True
1230,60,20,1,False
1231,61,20,0,False
1232,62,20,1,True
1233,63,20,1,True
1234,64,20,1,False
1235,65,20,1,False
1236,6,21,1,False
1237,7,21,0,False
1238,8,21,0,True
1239,9,21,0,True
1240,10,21,0,True
1241,11,21,0,False
1242,12,21,0,False
1243,13,21,0,True
1244,14,21,1,False
1245,15,21,1,True
1246,16,21,1,True
1247,17,21,0,False
1248,18,21,0,True
1249,19,21,1,True
1250,20,21,1,False
1251,21,21,1,False
1252,22,21,1,True
1253,23,21,1,True
1254,24,21,1,False
1255,25,21,1,True
1256,26,21,0,False
1257,27,21,0,True
1258,28,21,0,False
1259,29,21,0,False
1260,30,21,0,True
1261,31,21,0,True
1262,32,21,1,False
1263,33,21,1,False
1264,34,21,0,True
1265,35,21,0,True
1266,36,21,1,True
1267,37,21,1,False
1268,38,21,1,True
1269,39,21,0,True
1270,40,21,0,False
1271,41,21,0,True
1272,42,21,0,False
1273,43,21,0,False
1274,44,21,0,False
1275,45,21,0,True
1276,46,21,0,True
1277,47,21,1,False
1278,48,21,1,True
1279,49,21,0,False
1280,50,21,0,True
1281,51,21,1,False
1282,52,21,0,False
1283,53,21,1,False
1284,54,21,1,True
1285,55,21,0,False
1286,56,21,0,True
1287,57,21,1,True
1288,58,21,1,False
1289,59,21,1,True
1290,60,21,1,True
1291,61,21,1,True
1292,62,21,1,False
1293,63,21,0,False
1294,64,21,0,True
1295,65,21,0,True
1296,6,22,1,False
1297,7,22,1,False
1298,8,22,0,True
1299,9,22,1,True
1300,10,22,0,False
1301,11,22,0,False
1302,12,22,0,True
1303,13,22,1,False
1304,14,22,1,False
1305,15,22,0,True
1306,16,22,1,False
1307,17,22,1,False
1308,18,22,0,False
1309,19,22,1,True
1310,20,22,0,False
1311,21,22,0,False
1312,22,22,1,False
1313,23,22,1,True
1314,24,22,0,True
1315,25,22,0,False
1316,26,22,0,False
1317,27,22,0,True
1318,28,22,0,True
1319,29,22,0,True
1320,30,22,0,False
1321,31,22,0,True
1322,32,22,0,False
1323,33,22,1,True
1324,34,22,0,True
1325,35,22,0,False
1326,36,22,0,False
1327,37,22,1,False
1328,38,22,0,False
1329,39,22,1,False
1330,40,22,1,False
1331,41,22,1,False
1332,42,22,1,True
1333,43,22,0,True
1334,44,22,0,False
1335,45,22,1,True
1336,46,22,0,False
1337,47,22,0,False
1338,48,22,0,True
1339,49,22,1,True
1340,50,22,1,True
1341,51,22,1,True
1342,52,22,1,False
1343,53,22,0,False
1344,54,22,0,False
1345,55,22,0,False
1346,56,22,1,True
1347,57,22,1,True
1348,58,22,0,True
1349,59,22,1,False
1350,60,22,1,True
1351,61,22,1,True
1352,62,22,0,True
1353,63,22,1,False
1354,64,22,1,True
1355,65,22,0,True
1356,0,23,1,False
1357,1,23,1,False
1358,2,23,1,True
1359,3,23,1,False
